user_id	smiles	start_time	end_time	undos	predictions_used	rubs	prediction_type	group_id	smiles_drawn	time_taken
8	C1=CC(C(C)(C)C)=CC=C1[N+]([O-])=O	2017-03-16 15:03:10	2017-03-16 15:03:21	0	2	0	2	2	C1=CC(C(C)(C)C)=CC=C1[N+]([O-])=O	00:00:11
8	C1=CC(C(C)(C)C)=CC=C1[N+]([O-])=O	2017-03-16 15:04:56	2017-03-16 15:05:03	0	2	0	1	2	C1=CC(C(C)(C)C)=CC=C1[N+]([O-])=O	00:00:07
8	C1=CC(C)=CC=C1C(=O)[H]	2017-03-16 15:00:48	2017-03-16 15:00:53	0	2	0	3	2	C1=CC(C)=CC=C1C(=O)[H]	00:00:05
8	C1=CC(C)=CC=C1C(=O)[H]	2017-03-16 15:01:01	2017-03-16 15:01:29	2	3	0	2	2	C1=CC(C)=CC=C1C(=O)[H]	00:00:28
8	C1=CC(C)=CC=C1C(=O)[H]	2017-03-16 15:04:42	2017-03-16 15:04:49	0	1	0	1	2	C1=CC(C)=CC=C1C(=O)[H]	00:00:07
8	C1=CC=CC=C1/C=[N+](\\[O-])/C1=CC=CC=C1	2017-03-16 15:01:49	2017-03-16 15:02:01	0	5	0	1	2	C1=CC=CC=C1/C=[N+](\\[O-])/C1=CC=CC=C1	00:00:12
8	C1=CC=CC=C1/C=[N+](\\[O-])/C1=CC=CC=C1	2017-03-16 15:04:09	2017-03-16 15:04:23	0	5	0	3	2	C1=CC=CC=C1/C=[N+](\\[O-])/C1=CC=CC=C1	00:00:14
8	C1=CC=CC=C1/C=[N+](\\[O-])/C1=CC=CC=C1	2017-03-16 15:07:02	2017-03-16 15:07:16	1	5	0	2	2	C1=CC=CC=C1/C=[N+](\\[O-])/C1=CC=CC=C1	00:00:14
8	C1=CC=CC=C1/C=[N+](\\[O-])/C1=CC=CC=C1	2017-03-16 15:07:24	2017-03-16 15:07:47	0	0	0	0	2	C1=CC=CC=C1/C=[N+](\\[O-])/C1=CC=CC=C1	00:00:23
8	C1=CC=NC=C1C(=O)CCC(=O)O	2017-03-16 15:02:34	2017-03-16 15:02:48	0	1	0	1	2	C1=CC=NC=C1C(=O)CCC(=O)O	00:00:14
8	C1=CC=NC=C1C(=O)CCC(=O)O	2017-03-16 15:02:56	2017-03-16 15:03:03	0	1	0	3	2	C1=CC=NC=C1C(=O)CCC(=O)O	00:00:07
8	C1=CC=NC=C1C(=O)CCC(=O)O	2017-03-16 15:03:29	2017-03-16 15:03:48	1	0	0	0	2	C1=CC=NC=C1C(=O)CCC(=O)O	00:00:19
8	C1=CC=NC=C1C(=O)CCC(=O)O	2017-03-16 15:07:55	2017-03-16 15:08:13	0	4	0	2	2	C1=CC=CC=C1C(=O)CCC(=O)O	00:00:18
11	C(=O)1CC1	2017-03-22 10:04:11	2017-03-22 10:04:18	0	1	0	2	2	C(=O)1CC1	00:00:07
11	C(=O)1CC1	2017-03-22 10:12:21	2017-03-22 10:12:26	0	1	0	1	2	C(=O)1CC1	00:00:05
